LoanID,Seller,Servicer,Deal ID,Pool ID,Orig Bal,Sch Bal,Product,IO Flag,IO Term,Property Type,Loan Purpose,Zipcode,LoanID,State,First Pay,Maturity Date,First Pay Adj,First Rate Adj,Next Pay Adj,Next Rate Adj,Fixed Period,First Per Cap,Periodic Cap,Life Cap,Margin,LoanID,Maxrate,Pay Adjust Freq,Rate Adjust Freq,Appr Value,Pledge Bal,Sales Price,Doctype,Index,Ownocc,MI Comp,Cutoffdate,Orig Date,LoanID,Orig LTV,Eff LTV,Orig CLTV,MI Pct,Orig PNI,LPMI,Net Rate,Orig Rate,Current Rate,Serv Fee,LoanID,Master Serv Fee,FICO,Amort Term,Orig Term,Balloon,Units,Times 30,Times 60,Times 90,Prepay Term,Servicing Step Up Fee
102956246,PHH,PHH,JPMMT2007-A5,POOL4,490500,490487.98,ARM - 10 Year,Yes,120,Planned unit developments,Purchase,24104,102956246,Virginia,6/1/2007,5/1/2037,6/1/2017,5/1/2017,6/1/2017,5/1/2017,120,5,2,5,2.750,102956246,11.250,12,12,546000,0,545000,Full Documentation,Libor - 1 Year,Second Home,United Guaranty Insurance,9/1/2007,4/4/2007,102956246,90.00,90.00,90.00,25,2554.69,0,5.9915,6.2500,6.2500,0.2500,102956246,0.0085,790,240,360,Non-Balloon,1,0,0,0,0,0.000
103794610,Ohio Savings Bank,Chase,JPMMT2007-A5,POOL2,495000,494868.52,ARM - 5 Year,Yes,120,Condo,Rate/Term Refinance,80424,103794610,Colorado,5/1/2007,4/1/2037,5/1/2012,4/1/2012,5/1/2012,4/1/2012,60,6,2,6,2.500,103794610,12.375,12,12,765000,0,0,Full Documentation,Libor - 1 Year,Second Home,No Insurance,9/1/2007,3/1/2007,103794610,64.71,0.00,64.71,0,2629.69,0,6.1165,6.3750,6.3750,0.2500,103794610,0.0085,642,240,360,Non-Balloon,1,0,0,0,0,0.000
103794668,Ohio Savings Bank,Chase,JPMMT2007-A5,POOL3,468000,465912.53,ARM - 7 Year,No,0,Condo,Purchase,10038,103794668,New York,5/1/2007,4/1/2037,5/1/2014,4/1/2014,5/1/2014,4/1/2014,84,6,2,6,2.500,103794668,12.625,12,12,635000,0,585000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,3/21/2007,103794668,80.00,0.00,80.00,0,2996.66,0,6.3665,6.6250,6.6250,0.2500,103794668,0.0085,645,360,360,Non-Balloon,1,0,0,0,0,0.000
103677146,Johnson Bank,Johnson Bank,JPMMT2007-A5,POOL4,822000,822000,ARM - 10 Year,Yes,120,Planned unit developments,Purchase,86001,103677146,Arizona,8/1/2007,7/1/2037,8/1/2017,7/1/2017,8/1/2017,7/1/2017,120,5,2,5,2.250,103677146,11.625,12,12,1058000,0,1027615,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/19/2007,103677146,79.99,0.00,79.99,0,4538.13,0,6.3665,6.6250,6.6250,0.2500,103677146,0.0085,799,240,360,Non-Balloon,1,0,0,0,0,0.000
102956251,PHH,PHH,JPMMT2007-A5,POOL3,460000,460000,ARM - 7 Year,Yes,120,Planned unit developments,Cash-out Refinance,33326,102956251,Florida,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,102956251,11.625,12,12,680000,0,0,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/11/2007,102956251,67.65,67.65,67.65,0,2539.58,0,6.3665,6.6250,6.6250,0.2500,102956251,0.0085,624,240,360,Non-Balloon,1,0,0,0,0,0.000
103428293,PHH,PHH,JPMMT2007-A5,POOL3,800000,700000,ARM - 7 Year,Yes,120,Condo,Purchase,60614,103428293,Illinois,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103428293,11.500,12,12,1100000,0,1100000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/29/2007,103428293,72.73,72.73,72.73,0,4333.33,0,6.1165,6.5000,6.5000,0.3750,103428293,0.0085,624,240,360,Non-Balloon,1,0,0,0,0,0.000
102956058,PHH,PHH,JPMMT2007-A5,POOL4,750000,750000,ARM - 10 Year,Yes,120,Single Family Residence,Cash-out Refinance,91320,102956058,California,6/1/2007,5/1/2037,6/1/2017,5/1/2017,6/1/2017,5/1/2017,120,5,2,5,2.250,102956058,11.330,12,12,1175000,0,0,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,4/2/2007,102956058,63.83,63.83,63.83,0,3956.25,0,6.0715,6.3300,6.3300,0.2500,102956058,0.0085,677,240,360,Non-Balloon,1,0,0,0,0,0.000
102956177,PHH,PHH,JPMMT2007-A5,POOL1,535200,532923.15,ARM - 3 Year,No,0,Single Family Residence,Purchase,07712,102956177,New Jersey,6/1/2007,5/1/2037,6/1/2010,5/1/2010,6/1/2010,5/1/2010,36,2,2,6,2.250,102956177,11.690,12,12,675000,0,669000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,4/13/2007,102956177,80.00,80.00,100.00,0,3102.92,0,5.3065,5.6900,5.6900,0.3750,102956177,0.0085,813,360,360,Non-Balloon,1,0,0,0,0,0.000
102956221,PHH,PHH,JPMMT2007-A5,POOL3,488000,487600,ARM - 7 Year,Yes,120,Condo,Purchase,91306,102956221,California,6/1/2007,5/1/2037,6/1/2014,5/1/2014,6/1/2014,5/1/2014,84,5,2,5,2.250,102956221,11.125,12,12,610000,0,610000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,4/9/2007,102956221,80.00,80.00,100.00,0,2490.83,0,5.8665,6.1250,6.1250,0.2500,102956221,0.0085,682,240,360,Non-Balloon,1,0,0,0,0,0.000
103005601,PHH,PHH,JPMMT2007-A5,POOL3,1296000,1296000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,10580,103005601,New York,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.250,103005601,11.875,12,12,1640000,0,1620000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/6/2007,103005601,80.00,80.00,80.00,0,7425,0,6.4915,6.8750,6.8750,0.3750,103005601,0.0085,0,240,360,Non-Balloon,1,0,0,0,0,0.000
103073691,PHH,PHH,JPMMT2007-A5,POOL3,2000000,2000000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,90069,103073691,California,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103073691,10.750,12,12,3325000,0,3300000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/18/2007,103073691,60.61,60.61,60.61,0,9583.33,0,5.3665,5.7500,5.7500,0.3750,103073691,0.0085,635,240,360,Non-Balloon,1,0,0,0,0,0.000
103897050,PHH,PHH,JPMMT2007-A5,POOL3,964000,960804.66,ARM - 7 Year,No,0,Single Family Residence,Purchase,60521,103897050,Illinois,7/1/2007,6/1/2037,7/1/2014,6/1/2014,7/1/2014,6/1/2014,84,5,2,5,2.750,103897050,11.375,12,12,1210000,0,1205000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/31/2007,103897050,80.00,80.00,80.00,0,6014.11,0,5.9915,6.3750,6.3750,0.3750,103897050,0.0085,621,360,360,Non-Balloon,1,0,0,0,0,0.000
103972414,PHH,PHH,JPMMT2007-A5,POOL2,718400,717772.93,ARM - 5 Year,No,0,Planned unit developments,Purchase,63017,103972414,Missouri,9/1/2007,8/1/2037,9/1/2012,8/1/2012,9/1/2012,8/1/2012,60,5,2,5,2.250,103972414,11.680,12,12,905000,0,898000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,7/12/2007,103972414,80.00,80.00,90.00,0,4626.16,0,6.2965,6.6800,6.6800,0.3750,103972414,0.0085,659,360,360,Non-Balloon,1,0,0,0,0,0.000
103835019,Chase Mortgage,Chase,JPMMT2007-A5,POOL2,473340,473340,ARM - 5 Year,Yes,120,Planned unit developments,Purchase,20871,103835019,Maryland,8/1/2007,7/1/2037,8/1/2012,7/1/2012,8/1/2012,7/1/2012,60,5,2,5,2.250,103835019,10.625,12,12,592000,0,591676,No Income / Verified Assets,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/15/2007,103835019,80.00,0.00,100.00,0,2218.78,0,5.3665,5.6250,5.6250,0.2500,103835019,0.0085,723,240,360,Non-Balloon,1,0,0,0,0,0.000
103640676,Chase Mortgage,Chase,JPMMT2007-A5,POOL2,524000,523992.94,ARM - 5 Year,Yes,120,Single Family Residence,Purchase,21797,103640676,Maryland,5/1/2007,4/1/2037,5/1/2012,4/1/2012,5/1/2012,4/1/2012,60,5,2,5,2.250,103640676,11.875,12,12,660000,0,660000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,3/26/2007,103640676,79.39,0.00,99.24,0,3002.08,0,6.6165,6.8750,6.8750,0.2500,103640676,0.0085,796,240,360,Non-Balloon,1,0,0,0,0,0.000
103640677,Chase Mortgage,Chase,JPMMT2007-A5,POOL2,544000,544000,ARM - 5 Year,Yes,120,Planned unit developments,Purchase,92011,103640677,California,5/1/2007,4/1/2037,5/1/2012,4/1/2012,5/1/2012,4/1/2012,60,5,2,5,2.250,103640677,11.625,12,12,700000,0,680000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,3/26/2007,103640677,80.00,0.00,100.00,0,3003.33,0,6.3665,6.6250,6.6250,0.2500,103640677,0.0085,742,240,360,Non-Balloon,1,0,0,0,0,0.000
103834961,Chase Mortgage,Chase,JPMMT2007-A5,POOL2,456000,456000,ARM - 5 Year,Yes,120,Single Family Residence,Purchase,94014,103834961,California,7/1/2007,6/1/2037,7/1/2012,6/1/2012,7/1/2012,6/1/2012,60,5,2,5,2.250,103834961,11.875,12,12,575000,0,570000,Simply Signature,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,5/10/2007,103834961,80.00,0.00,100.00,0,2612.5,0,6.6165,6.8750,6.8750,0.2500,103834961,0.0085,746,240,360,Non-Balloon,1,0,0,0,0,0.000
102955946,PHH,PHH,JPMMT2007-A5,POOL2,1625000,1625000,ARM - 5 Year,Yes,120,Single Family Residence,Cash-out Refinance,98351,102955946,Washington,6/1/2007,5/1/2037,6/1/2012,5/1/2012,6/1/2012,5/1/2012,60,5,2,5,2.250,102955946,10.999,12,12,3000000,0,0,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,4/3/2007,102955946,54.17,54.17,54.17,0,8123.65,0,5.6155,5.9990,5.9990,0.3750,102955946,0.0085,660,240,360,Non-Balloon,1,0,0,0,0,0.000
103811947,PHH,PHH,JPMMT2007-A5,POOL2,588000,588000,ARM - 5 Year,Yes,120,Condo,Purchase,94107,103811947,California,8/1/2007,7/1/2037,8/1/2012,7/1/2012,8/1/2012,7/1/2012,60,5,2,5,2.250,103811947,11.875,12,12,735000,0,735000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/21/2007,103811947,80.00,80.00,100.00,0,3368.75,0,6.4915,6.8750,6.8750,0.3750,103811947,0.0085,697,240,360,Non-Balloon,1,0,0,0,0,0.000
103754953,PHH,PHH,JPMMT2007-A5,POOL2,475600,475600,ARM - 5 Year,Yes,120,Single Family Residence,Purchase,93551,103754953,California,8/1/2007,7/1/2037,8/1/2012,7/1/2012,8/1/2012,7/1/2012,60,5,2,5,2.250,103754953,11.625,12,12,600000,0,594508,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/12/2007,103754953,80.00,80.00,100.00,0,2625.71,0,6.2415,6.6250,6.6250,0.3750,103754953,0.0085,759,240,360,Non-Balloon,1,0,0,0,0,0.000
104062832,PHH,PHH,JPMMT2007-A5,POOL3,575920,575920,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,30307,104062832,Georgia,9/1/2007,8/1/2037,9/1/2014,8/1/2014,9/1/2014,8/1/2014,84,5,2,5,2.250,104062832,11.410,12,12,730000,0,719900,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,7/31/2007,104062832,80.00,80.00,100.00,0,3076.37,0,6.0265,6.4100,6.4100,0.3750,104062832,0.0085,713,240,360,Non-Balloon,1,0,0,0,0,0.000
104037478,PHH,PHH,JPMMT2007-A5,POOL2,500000,498461.32,ARM - 5 Year,No,0,Planned unit developments,Purchase,20147,104037478,Virginia,9/1/2007,8/1/2037,9/1/2012,8/1/2012,9/1/2012,8/1/2012,60,5,2,5,2.250,104037478,10.930,12,12,670000,0,655000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,7/31/2007,104037478,76.34,76.34,76.34,0,2975.29,0,5.5465,5.9300,5.9300,0.3750,104037478,0.0085,0,360,360,Non-Balloon,1,0,0,0,0,0.000
103811943,PHH,PHH,JPMMT2007-A5,POOL3,444000,444000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,92127,103811943,California,9/1/2007,8/1/2037,9/1/2014,8/1/2014,9/1/2014,8/1/2014,84,5,2,5,2.250,103811943,11.875,12,12,555000,0,555000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,7/10/2007,103811943,80.00,80.00,100.00,0,2543.75,0,6.4915,6.8750,6.8750,0.3750,103811943,0.0085,781,240,360,Non-Balloon,1,0,0,0,0,0.000
103811940,PHH,PHH,JPMMT2007-A5,POOL4,464000,464000,ARM - 10 Year,Yes,120,Condo,Rate/Term Refinance,92101,103811940,California,8/1/2007,7/1/2037,8/1/2017,7/1/2017,8/1/2017,7/1/2017,120,5,2,5,2.750,103811940,11.000,12,12,580000,0,0,Full Documentation,Libor - 1 Year,Investment,No Insurance,9/1/2007,6/28/2007,103811940,80.00,80.00,80.00,0,2320,0,5.7415,6.0000,6.0000,0.2500,103811940,0.0085,769,240,360,Non-Balloon,1,0,0,0,0,0.000
103946906,PHH,PHH,JPMMT2007-A5,POOL3,550000,550000,ARM - 7 Year,Yes,120,Single Family Residence,Cash-out Refinance,56472,103946906,Minnesota,9/1/2007,8/1/2037,9/1/2014,8/1/2014,9/1/2014,8/1/2014,84,5,2,5,2.250,103946906,11.460,12,12,2050000,0,0,Full Asset/No Income,Libor - 1 Year,Second Home,No Insurance,9/1/2007,7/19/2007,103946906,26.83,26.83,31.71,0,2960.83,0,6.0765,6.4600,6.4600,0.3750,103946906,0.0085,821,240,360,Non-Balloon,1,0,0,0,0,0.000
103769319,PHH,PHH,JPMMT2007-A5,POOL3,468000,468000,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,92210,103769319,California,9/1/2007,8/1/2037,9/1/2014,8/1/2014,9/1/2014,8/1/2014,84,5,2,5,2.250,103769319,11.750,12,12,590000,0,585000,Full Documentation,Libor - 1 Year,Second Home,No Insurance,9/1/2007,7/3/2007,103769319,80.00,80.00,80.00,0,2632.5,0,6.3665,6.7500,6.7500,0.3750,103769319,0.0085,797,240,360,Non-Balloon,1,0,0,0,0,0.000
103808660,Guaranteed Rate,Chase,JPMMT2007-A5,POOL4,450000,450000,ARM - 10 Year,Yes,120,Single Family Residence,Rate/Term Refinance,60637,103808660,Illinois,9/1/2007,8/1/2037,9/1/2017,8/1/2017,9/1/2017,8/1/2017,120,5,2,5,2.250,103808660,11.625,12,12,600000,0,0,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,7/27/2007,103808660,75.00,0.00,75.00,0,2484.38,0,6.3665,6.6250,6.6250,0.2500,103808660,0.0085,795,240,360,Non-Balloon,1,0,0,0,0,0.000
103808659,Guaranteed Rate,Chase,JPMMT2007-A5,POOL4,534000,534000,ARM - 10 Year,Yes,120,Single Family Residence,Rate/Term Refinance,97201,103808659,Oregon,9/1/2007,8/1/2037,9/1/2017,8/1/2017,9/1/2017,8/1/2017,120,5,2,5,2.250,103808659,11.500,12,12,890000,0,0,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,7/5/2007,103808659,60.00,0.00,60.00,0,2892.5,0,6.2415,6.5000,6.5000,0.2500,103808659,0.0085,759,240,360,Non-Balloon,1,0,0,0,0,0.000
104012653,PHH,PHH,JPMMT2007-A5,POOL3,702000,702000,ARM - 7 Year,Yes,120,Cooperative Units,Purchase,10128,104012653,New York,9/1/2007,8/1/2037,9/1/2014,8/1/2014,9/1/2014,8/1/2014,84,5,2,5,2.250,104012653,12.125,12,12,1170000,0,1170000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,7/24/2007,104012653,60.00,60.00,60.00,0,4168.13,0,6.7415,7.1250,7.1250,0.3750,104012653,0.0085,801,240,360,Non-Balloon,1,0,0,0,0,0.000
102956115,PHH,PHH,JPMMT2007-A5,POOL4,750000,749755.23,ARM - 10 Year,Yes,120,Single Family Residence,Purchase,11709,102956115,New York,6/1/2007,5/1/2037,6/1/2017,5/1/2017,6/1/2017,5/1/2017,120,5,2,5,2.750,102956115,10.750,12,12,950000,0,950000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,4/19/2007,102956115,78.95,78.95,90.00,0,3593.75,0,5.4915,5.7500,5.7500,0.2500,102956115,0.0085,684,240,360,Non-Balloon,1,0,0,0,0,0.000
103428277,PHH,PHH,JPMMT2007-A5,POOL3,550000,549286.67,ARM - 7 Year,Yes,120,Single Family Residence,Purchase,80218,103428277,Colorado,8/1/2007,7/1/2037,8/1/2014,7/1/2014,8/1/2014,7/1/2014,84,5,2,5,2.250,103428277,11.080,12,12,1070000,0,1065000,Alternative,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/6/2007,103428277,51.64,51.64,75.00,0,2786.67,0,5.6965,6.0800,6.0800,0.3750,103428277,0.0085,785,240,360,Non-Balloon,1,0,0,0,0,0.000
103754951,PHH,PHH,JPMMT2007-A5,POOL4,590000,590000,ARM - 10 Year,Yes,120,Planned unit developments,Purchase,22181,103754951,Virginia,8/1/2007,7/1/2037,8/1/2017,7/1/2017,8/1/2017,7/1/2017,120,5,2,5,2.750,103754951,11.375,12,12,825000,0,737500,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/26/2007,103754951,80.00,80.00,90.00,0,3134.38,0,5.9915,6.3750,6.3750,0.3750,103754951,0.0085,703,240,360,Non-Balloon,1,0,0,0,0,0.000
103754952,PHH,PHH,JPMMT2007-A5,POOL4,552000,552000,ARM - 10 Year,Yes,120,Planned unit developments,Purchase,37922,103754952,Tennessee,9/1/2007,8/1/2037,9/1/2017,8/1/2017,9/1/2017,8/1/2017,120,5,2,5,2.750,103754952,11.500,12,12,690000,0,690000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,7/3/2007,103754952,80.00,80.00,92.75,0,2990,0,6.1165,6.5000,6.5000,0.3750,103754952,0.0085,766,240,360,Non-Balloon,1,0,0,0,0,0.000
103754954,PHH,PHH,JPMMT2007-A5,POOL4,488000,488000,ARM - 10 Year,Yes,120,Planned unit developments,Cash-out Refinance,92587,103754954,California,8/1/2007,7/1/2037,8/1/2017,7/1/2017,8/1/2017,7/1/2017,120,5,2,5,2.250,103754954,11.500,12,12,610000,0,0,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/26/2007,103754954,80.00,80.00,80.00,0,2643.33,0,6.1165,6.5000,6.5000,0.3750,103754954,0.0085,698,240,360,Non-Balloon,1,0,0,0,0,0.000
103754959,PHH,PHH,JPMMT2007-A5,POOL4,640000,570000,ARM - 10 Year,Yes,120,Single Family Residence,Purchase,35216,103754959,Alabama,9/1/2007,8/1/2037,9/1/2017,8/1/2017,9/1/2017,8/1/2017,120,5,2,5,2.250,103754959,11.220,12,12,823000,0,800000,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,7/5/2007,103754959,80.00,80.00,80.00,0,3317.33,0,5.8365,6.2200,6.2200,0.3750,103754959,0.0085,795,240,360,Non-Balloon,1,0,0,0,0,0.000
103851259,PHH,PHH,JPMMT2007-A5,POOL3,500000,500000,ARM - 7 Year,Yes,120,Planned unit developments,Rate/Term Refinance,89135,103851259,Nevada,9/1/2007,8/1/2037,9/1/2014,8/1/2014,9/1/2014,8/1/2014,84,5,2,5,2.250,103851259,11.560,12,12,1600000,0,0,Full Asset/No Income,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,7/2/2007,103851259,31.25,31.25,31.25,0,2733.33,0,6.1765,6.5600,6.5600,0.3750,103851259,0.0085,747,240,360,Non-Balloon,1,0,0,0,0,0.000
103953912,PHH,PHH,JPMMT2007-A5,POOL4,440000,439475,ARM - 10 Year,Yes,120,Single Family Residence,Cash-out Refinance,92040,103953912,California,8/1/2007,7/1/2037,8/1/2017,7/1/2017,8/1/2017,7/1/2017,120,5,2,5,2.250,103953912,11.750,12,12,555000,0,0,Full Documentation,Libor - 1 Year,Primary Residence,No Insurance,9/1/2007,6/28/2007,103953912,79.28,79.28,79.28,0,2475,0,6.3665,6.7500,6.7500,0.3750,103953912,0.0085,757,240,360,Non-Balloon,1,0,0,0,0,0.000
